MWSC,Name,RAJ2000,DEJ2000,d,logt,e_logt,
2204,Loden_1225       ,212.34,-59.725,1330,8.67,       ,
2205,ASCC_77          ,212.7,-62.33,2041,6.75,       ,
2206,Loden_1289       ,213.555,-57.86,1753,8.6,       ,
2207,ESO_097-15       ,213.855,-64.63,3274,8.25,       ,
2208,ESO_021-06       ,213.966,-78.515,2473,9.5,       ,
2209,Loden_1282       ,213.96,-59.12,1349,8.15,0.001,
2210,Loden_1256       ,214.5,-61.425,1226,8.58,       ,
2211,Ruprecht_167     ,214.593,-58.988,1609,7.245,       ,
2212,ESO_175-06       ,214.695,-56.89,586,8.6,       ,
2213,DBSB_88          ,214.905,-65.432,1366,7.85,       ,
2214,FSR_1667         ,215.422,-72.085,5175,9.35,       ,
2215,Lynga_2          ,216.112,-61.33,932,8.43,0.06,
2216,DBSB_136         ,216.25,-60.375,6581,6,       ,
2217,NGC_5593         ,216.405,-54.8,808,8.77,       ,
2218,NGC_5606         ,216.945,-59.63,2141,7.35,       ,
2219,FSR_1680         ,217.14,-60.02,1458,8.59,0.126,
2220,FSR_1682         ,217.297,-58.71,1388,9.16,0.035,
2222,NGC_5634         ,217.405,-5.976,25214,10.1,       ,
2223,NGC_5617         ,217.447,-60.715,1769,8.25,       ,
2224,Loden_1378       ,217.53,-58.215,1346,8.84,0.059,
2225,Pismis_19        ,217.65,-60.885,1978,9.015,0.049,
2226,Trumpler_22      ,217.732,-61.165,1614,8.495,0.126,
2227,FSR_1690         ,218.083,-53.7,1850,9.135,       ,
2228,IC_1023          ,218.085,-35.82,1298,9.48,0.001,
2229,Turner_7         ,218.062,-56.895,6955,9,       ,
2230,Loden_1339       ,218.371,-62.017,1278,8.09,       ,
2231,FSR_1695         ,218.409,-49.165,1667,9.38,0.12,
2232,Hogg_17          ,218.497,-61.347,1148,8.15,       ,
2233,FSR_1688         ,218.655,-56.115,1469,8.455,       ,
2234,NGC_5662         ,218.895,-56.615,625,8.275,0.09,
2235,Ruprecht_111     ,219,-59.98,1560,8.92,0.026,
2236,ESO_447-29       ,219.337,-29.395,1634,9.5,       ,
2237,FSR_1699         ,219.915,-44.07,1953,9.6,       ,
2238,NGC_5694         ,219.901,-26.539,34992,10.1,       ,
2240,Alessi_6         ,220.132,-66.12,613,8.32,       ,
2241,FSR_1686         ,220.071,-60.372,5405,8.5,       ,
2243,Loden_1373       ,220.395,-62.89,3412,7.95,       ,
2244,DBSB_137         ,220.509,-60.51,5276,6,       ,
2245,NGC_5715         ,220.875,-57.567,1490,8.97,0.028,
2246,Loden_1375       ,221.085,-63.405,1819,7.9,       ,
2247,FSR_1678         ,221.145,-64.74,1791,9,       ,
2248,ESO_134-12       ,221.197,-59.142,2088,8.9,       ,
2249,Loden_1409       ,221.167,-61.715,2088,8,       ,
2250,DBSB_89          ,221.257,-59.833,4069,6,       ,
2251,Cir_OB1          ,221.25,-62.925,1783,6.8,       ,
2254,FSR_1689         ,221.722,-59.487,2282,9.275,       ,
2255,vdBergh-Hagen_164,221.91,-66.39,501,7.1,       ,
2256,NGC_5749         ,222.195,-54.485,1014,8,       ,
2257,Hogg_18          ,222.675,-52.27,1535,7.95,       ,
2258,Teutsch_80       ,223.35,-60.485,2352,7.75,0.141,
2259,NGC_5764         ,223.387,-52.673,2681,8.475,       ,
2260,ESO_008-06       ,224.227,-83.445,1380,9.3,       ,
2261,Ruprecht_112     ,224.235,-62.573,1764,8.74,       ,
2262,FSR_1685         ,224.31,-64.945,1513,9.25,0.072,
2263,IC_4499          ,225.076,-82.214,18804,10.1,       ,
2264,FSR_1696         ,225.3,-57.665,1148,8.61,       ,
2265,NGC_5800         ,225.445,-51.917,4844,9.25,       ,
2266,DBSB_92          ,225.9,-57.68,1963,7.4,       ,
2267,NGC_5824         ,225.994,-33.068,32114,10.1,       ,
2268,FSR_1705         ,226.066,-45.55,1582,9.4,       ,
2269,NGC_5822         ,226.117,-54.39,794,8.84,0.013,
2270,ASCC_78          ,226.402,-68.405,3241,9.38,       ,
2271,IRAS_15015-5720  ,226.324,-57.528,3391,6.4,       ,
2273,NGC_5823         ,226.38,-55.595,1189,8.96,0.025,
2274,FSR_1697         ,226.675,-56.517,912,8.06,       ,
2275,Loden_2115       ,226.927,-54.522,1434,8.96,0.024,
2276,DBSB_140         ,227.512,-58.287,1535,7.3,       ,
2277,DBSB_139         ,227.505,-58.426,1950,7.5,       ,
2278,Loden_2045       ,227.64,-58.77,2056,6.8,       ,
2279,FSR_1720         ,227.872,-37.365,3066,9.33,       ,
2280,FSR_1694         ,228.802,-62.775,9537,8.4,       ,
2281,Pismis_20        ,228.846,-59.067,1501,7.5,       ,
2282,Palomar_5        ,229.021,-0.112,23195,10.1,       ,
2283,Pismis_21        ,229.185,-59.655,1174,8.11,       ,
2284,Lynga_3          ,229.207,-58.34,4164,8.915,       ,
2285,NGC_5897         ,229.351,-21.01,12502,10.1,       ,
2286,NGC_5904         ,229.638,2.081,7501,10.1,       ,
2287,DBSB_93          ,229.717,-56.66,2049,8.2,       ,
2288,ASCC_79          ,229.665,-60.63,871,6.95,       ,
2289,FSR_1698         ,230.241,-59.62,1562,8.56,       ,
2290,ASCC_80          ,231.187,-60.128,1281,8.375,       ,
2291,FSR_1728         ,231.255,-35.635,1031,8.9,       ,
2292,FSR_1693         ,231.457,-64.82,3743,9.11,0.042,
2293,NGC_5925         ,231.892,-54.517,1555,8.25,       ,
2294,ESO_329-02       ,231.883,-41.05,1546,9.3,       ,
2295,NGC_5927         ,232.003,-50.673,7699,9.95,       ,
2296,FSR_1701         ,232.11,-56.997,1505,8.4,       ,
2297,DBSB_141         ,232.147,-56.375,5240,6,       ,
2298,Alessi_8         ,232.365,-51.255,715,8.105,       ,
2299,ESO_099-06       ,232.45,-64.85,1274,8.9,       ,
2302,Lynga_4          ,233.332,-55.24,1369,8.55,       ,
2303,Loden_2159       ,233.415,-58.135,6111,8.5,       ,
2304,Harvard_9        ,233.46,-53.68,1478,8.25,       ,
2305,Loden_2158       ,233.767,-58.275,6206,8.5,       ,
2306,NGC_5946         ,233.869,-50.66,10596,10.1,       ,
2307,FSR_1700         ,234.705,-59.253,2357,8.905,0.075,
2308,vdBergh-Hagen_176,234.772,-50.051,18887,9.8,       ,
2309,Loden_2313       ,235.237,-52.46,1076,8.29,       ,
2310,Lynga_5          ,235.474,-56.65,1753,8.975,       ,
2311,FSR_1703         ,235.492,-54.98,1330,8.55,       ,
2312,DBSB_94          ,235.575,-53.96,2422,8.22,       ,
2313,Loden_2326       ,235.912,-52.47,1390,8.83,       ,
2317,NGC_5986         ,236.512,-37.786,10517,10.1,       ,
2318,Johansson_1      ,236.562,-52.378,869,8.725,       ,
2319,ASCC_81          ,236.692,-50.995,850,8.75,       ,
2320,ASCC_82          ,236.76,-64.412,800,8.6,       ,
2321,FSR_1715         ,237.165,-50.215,1423,8.485,       ,
2322,FSR_1714         ,237.36,-50.603,1608,8.5,       ,
2323,NGC_5998         ,237.36,-28.583,4853,9.5,       ,
2324,Collinder_292    ,237.51,-57.638,1106,8.7,0.062,
2325,ASCC_83          ,237.517,-52.79,619,8.1,       ,
2326,NGC_5999         ,238.042,-56.467,1629,8.6,0.095,
2328,FSR_1719         ,238.44,-49.51,1113,9.4,       ,
2329,DBSB_149         ,238.537,-53.18,4204,6.4,       ,
2332,FSR_1712         ,238.68,-52.48,1137,8.6,       ,
2333,ASCC_84          ,238.732,-60.745,884,7.85,       ,
2335,FSR_1723         ,238.777,-46.01,1513,8.77,0.116,
2336,NGC_6005         ,238.995,-57.44,1802,9.06,0.015,
2337,Ruprecht_113     ,239.385,-59.495,810,8.345,0.215,
2338,FSR_1709         ,239.37,-54.375,1893,8.5,       ,
2339,ESO_389-05       ,239.452,-36.195,4785,9.55,       ,
2343,Trumpler_23      ,240.217,-53.533,2194,8.96,0.03,
2346,Moffat_1         ,240.375,-54.117,2120,6.8,       ,
2347,NGC_6025         ,240.817,-60.4,763,8.18,       ,
2348,Lynga_6          ,241.222,-51.925,1771,7.45,       ,
2349,Dolidze_50       ,241.402,-20.485,1546,9.4,       ,
2350,Ruprecht_114     ,241.584,-56.867,2088,8.9,       ,
2351,DBSB_159         ,241.597,-50.725,3358,6.62,       ,
2352,NGC_6031         ,241.912,-54.018,1278,8.195,0.024,
2353,DBSB_153         ,241.908,-52.53,6497,8,       ,
2354,FSR_1736         ,241.98,-39.35,7468,9.7,       ,
2355,DBSB_154         ,242.37,-52.25,2087,6.7,       ,
2356,DBSB_155         ,242.55,-52.135,2186,7.2,       ,
2357,DBSB_101         ,242.64,-49.013,1076,8.05,       ,
2358,FSR_1675         ,242.62,-77.66,5666,9.2,       ,
2359,FSR_1716         ,242.67,-53.75,2396,9.225,       ,
2361,Lynga_7          ,242.763,-55.314,8785,10.05,       ,
2363,DBSB_158         ,242.797,-51.525,2434,8.705,0.028,
2365,DBSB_144         ,243.04,-51.475,7362,6,       ,
2366,DBSB_156         ,243.063,-52.046,2031,7.3,       ,
2367,DBSB_157         ,243.084,-51.771,3917,7.95,       ,
2368,Ruprecht_115     ,243.24,-52.427,1948,9.135,0.036,
2369,DBSB_99          ,243.255,-50.39,2867,7.7,       ,
2370,NGC_6067         ,243.3,-54.22,1793,7.97,       ,
2371,Pismis_22        ,243.555,-51.865,2023,8.2,       ,
2373,Ruprecht_176     ,243.66,-51.333,2686,8.76,       ,
2374,DBSB_102         ,243.754,-49.85,4362,6.1,       ,
2376,NGC_6093         ,244.26,-22.976,10011,10.1,       ,
2377,DBSB_161         ,244.27,-50.792,6353,6,       ,
2378,FSR_1749         ,244.357,-31.2,8015,9.5,       ,
2379,FSR_1737         ,244.594,-40.22,2136,9.5,       ,
2380,DBSB_163         ,244.68,-50.316,1258,8.32,       ,
2381,Harvard_10       ,244.732,-54.92,1441,7.97,       ,
2382,NGC_6087         ,244.71,-57.94,889,7.95,       ,
2383,FSR_1734         ,244.771,-42.129,3481,9.5,       ,
2385,DBSB_164         ,244.852,-50.15,2053,7.3,       ,
2386,Lynga_8          ,245.016,-50.217,1338,9.29,0.003,
2387,DBSB_100         ,245.109,-50.907,2240,8.55,       ,
2388,DBSB_162         ,245.115,-50.695,5523,6.3,       ,
2389,Lynga_9          ,245.17,-48.517,1704,8.82,       ,
2390,DBSB_166         ,245.377,-50.01,5366,6.2,       ,
2393,Ruprecht_116     ,245.85,-52,895,8.95,       ,
2394,DBSB_167         ,245.857,-49.545,4076,6.2,       ,
2395,Ruprecht_117     ,245.857,-51.88,937,8.95,       ,
2396,NGC_6121         ,245.896,-26.526,2199,10.1,       ,
2397,Grasdalen_1      ,245.917,-24.455,1762,7.9,       ,
2398,FSR_1751         ,245.962,-32.01,3393,9.415,       ,
2399,Pismis_23        ,245.991,-48.895,2820,8.565,0.07,
2400,ESO_226-06       ,246.067,-51.155,1220,8.475,       ,
2401,ESO_137-23       ,246.127,-61.733,1561,9.55,       ,
2402,Ruprecht_118     ,246.18,-51.94,974,8.94,0.028,
2403,NGC_6124         ,246.315,-40.65,559,8.285,       ,
2404,NGC_6101         ,246.45,-72.202,15405,10.1,       ,
2409,NGC_6144         ,246.807,-26.024,8903,10.1,       ,
2411,NGC_6139         ,246.918,-38.849,10110,10.1,       ,
2412,NGC_6134         ,246.952,-49.155,892,9.015,0.019,
2413,Ruprecht_119     ,247.05,-51.51,1105,8.435,       ,
2414,Terzan_3         ,247.167,-35.353,8205,9.95,       ,
2415,Hogg_19          ,247.26,-49.097,898,9.015,       ,
2416,DBSB_170         ,247.245,-49.603,5163,8,       ,
2417,FSR_1761         ,247.287,-27.961,7468,9.6,       ,
2418,Patchick_94      ,247.399,-47.3,3178,6.55,       ,
2419,FSR_1727         ,247.455,-49.752,1201,8.87,0.03,
2420,FSR_1725         ,247.605,-50.125,1623,8,       ,
2421,FSR_1772         ,247.762,-24.275,4350,9.4,       ,
2422,NGC_6171         ,248.133,-13.054,6397,10.1,       ,
2423,NGC_6152         ,248.175,-52.64,1031,8.63,0.045,
2424,NGC_6169         ,248.527,-44.016,1007,7.5,       ,
2425,NGC_6167         ,248.67,-49.785,1216,8.19,       ,
2426,Ruprecht_120     ,248.79,-48.3,1476,8.45,       ,
2427,Collinder_307    ,248.833,-50.99,2065,7.25,       ,
2428,NGC_6178         ,248.947,-45.625,1011,7.51,       ,
2429,Dolidze_27       ,249.105,-8.935,2107,8.97,       ,
2430,FSR_1748         ,249.145,-35.015,4298,9.7,       ,
2432,FSR_1718         ,249.517,-57.095,2466,9.5,       ,
2433,Lynga_11         ,249.532,-46.295,4101,6,       ,
2434,DBSB_171         ,249.532,-47.078,6764,7.71,       ,
2435,DBSB_169         ,249.712,-47.293,6667,7.75,       ,
2436,1636-283         ,249.856,-28.399,8308,10.1,       ,
2437,DBSB_103         ,250.012,-48.777,1449,7.2,       ,
2439,DBSB_173         ,250.062,-45.66,4526,6.3,       ,
2440,NGC_6192         ,250.087,-43.36,1619,8.15,       ,
2441,ESO_277-04       ,250.099,-43.74,1790,8.72,       ,
2442,FSR_0010         ,250.215,-16.03,4844,9.15,       ,
2444,NGC_6193         ,250.342,-48.755,1158,6.7,       ,
2445,NGC_6205         ,250.422,36.46,7107,10.1,       ,
2446,Ruprecht_121     ,250.447,-46.15,1239,8.425,       ,
2450,NGC_6200         ,251.04,-47.465,2214,7,       ,
2451,Hogg_20          ,251.137,-47.655,1777,7.45,       ,
2452,FSR_1713         ,251.215,-58.86,4935,9.3,       ,
2453,FSR_1692         ,251.308,-72.831,1781,9.45,       ,
2454,Dol-Dzim_6       ,251.377,38.36,946,9.45,       ,
2455,Hogg_21          ,251.4,-47.747,1750,7.45,       ,
2456,Lynga_12         ,251.512,-50.74,1872,9.25,       ,
2457,NGC_6204         ,251.535,-47.02,1085,8,       ,
2458,vdBergh-Hagen_197,251.625,-45.85,2069,8.94,0.054,
2459,Hogg_22          ,251.655,-47.09,2799,6.8,       ,
2460,NGC_6229         ,251.745,47.528,30502,10.1,       ,
2461,Westerlund_1     ,251.766,-45.833,7686,6.9,       ,
2462,ESO_518-03       ,251.775,-25.805,1266,9.17,       ,
2464,NGC_6218         ,251.809,-1.949,4797,10.1,       ,
2465,ASCC_85          ,251.955,-45.49,806,7.5,       ,
2466,DBSB_174         ,252.045,-45.35,1710,7.4,       ,
2467,ESO_137-43       ,252.103,-61.75,1659,8.9,       ,
2468,Lynga_13         ,252.232,-43.428,3412,9.2,       ,
2469,NGC_6216         ,252.337,-44.72,3355,6.7,       ,
2470,NGC_6208         ,252.345,-53.715,926,9.28,       ,
2471,vdBergh-Hagen_200,252.483,-44.205,1633,7.5,       ,
2472,NGC_6222         ,252.615,-44.73,3308,6.6,       ,
2473,FSR_1746         ,252.675,-39.08,4103,9.3,       ,
2474,FSR_1744         ,252.885,-42.393,1844,8.6,       ,
2475,FSR_1756         ,253.02,-34.946,2532,9.375,0.032,
2476,FSR_1735         ,253.05,-47.055,8831,9.9,       ,
2478,DBSB_175         ,253.147,-43.396,3798,6,       ,
2479,NGC_6235         ,253.356,-22.177,11495,10.1,       ,
2481,NGC_6231         ,253.56,-41.83,1393,7.05,       ,
2482,DBSB_106         ,253.59,-45.298,3490,6.4,       ,
2483,ESO_332-08       ,253.695,-40.715,965,8.17,       ,
2484,Lynga_14         ,253.747,-45.24,1327,7.75,       ,
2485,FSR_1732         ,253.777,-49.325,3584,9.3,       ,
2486,vdBergh-Hagen_202,253.795,-40.94,1130,7.6,       ,
2488,NGC_6242         ,253.89,-39.46,1184,7.55,       ,
2489,FSR_0014         ,253.935,-15.995,834,9.1,       ,
2490,ESO_332-11       ,254.025,-40.78,1841,7.1,       ,
2491,vdBergh-Hagen_205,254.035,-40.68,1536,7.12,       ,
2492,FSR_1729         ,254.104,-53.072,1629,9.38,       ,
2494,ESO_332-13       ,254.166,-40.575,2910,6.82,0.037,
2498,NGC_6254         ,254.287,-4.1,4405,10.1,       ,
2499,NGC_6249         ,254.4,-44.8,1113,8.09,0.202,
2500,NGC_6250         ,254.49,-45.95,940,7.42,       ,
2501,FSR_1763         ,254.767,-33.16,6605,9.5,       ,
2502,NGC_6253         ,254.77,-52.7,1511,9.7,       ,
2504,DBSB_115         ,254.812,-40.12,2628,7.38,       ,
2505,DBSB_176         ,254.857,-42.575,7693,7.795,0.072,
2506,NGC_6256         ,254.886,-37.121,10296,10.1,       ,
2509,Palomar_15       ,254.962,-0.533,44999,10.1,       ,
2510,DBSB_113         ,255.12,-40.562,2382,6.9,       ,
2511,NGC_6259         ,255.225,-44.69,1855,8.475,       ,
2512,NGC_6266         ,255.303,-30.114,6805,10.1,       ,
2513,ASCC_86          ,255.562,-58.97,738,8.05,       ,
2514,FSR_1750         ,255.525,-38.865,1555,8.795,0.007,
2515,FSR_1778         ,255.532,-26.782,4627,9.3,       ,
2516,NGC_6268         ,255.532,-39.715,1105,8.65,0.042,
2517,DBSB_178         ,255.555,-41.785,7506,7.955,       ,
2518,vdBergh-Hagen_211,255.546,-41.11,1820,8.52,       ,
2519,NGC_6273         ,255.657,-26.268,8794,10.1,       ,
2520,ASCC_87          ,255.75,-28.45,838,8.55,0.085,
2521,FSR_1739         ,255.817,-47.152,1054,7.7,       ,
2522,FSR_0041         ,255.877,-8.838,4004,9.5,       ,
2523,Harvard_13       ,255.963,-48.083,3612,9.285,0.02,
2524,DBSB_104         ,255.997,-51.09,813,8.37,       ,
2525,DBSB_177         ,256.072,-42.334,2601,6.6,       ,
2526,Teutsch_84       ,256.08,-42.07,3411,8.995,0.016,
2527,ESO_587-04       ,256.087,-19.45,5271,9.175,       ,
2528,NGC_6284         ,256.11,-24.765,15308,10.05,       ,
2529,ESO_043-13       ,256.185,-74.35,1490,9.315,0.044,
2530,NGC_6281         ,256.17,-37.98,512,8.5,0.062,
2531,FSR_1769         ,256.23,-31.045,5409,9.19,       ,
2532,ESO_332-20       ,256.228,-38.317,1695,8.05,       ,
2533,NGC_6287         ,256.288,-22.708,9400,10.1,       ,
2534,vdBergh-Hagen_214,256.417,-36.667,1579,8.71,0.137,
2536,ASCC_88          ,256.71,-35.58,1297,7,       ,
2537,ESO_332-22       ,256.852,-40.817,1422,7.995,0.174,
2538,DBSB_116         ,257.4,-41.595,1669,6,       ,
2539,NGC_6293         ,257.542,-26.582,9474,10.1,       ,
2540,FSR_1786         ,257.64,-25.075,7130,9.4,       ,
2543,DBSB_108         ,257.827,-45.9,1620,7.6,       ,
2544,DBSB_179         ,257.85,-39.179,7908,7.38,0.094,
2546,Sco_OB4          ,258.15,-33.355,1082,6.82,       ,
2547,Teutsch_85       ,258.3,-39.66,1569,6.6,       ,
2548,FSR_0042         ,258.525,-10.48,3320,9.45,       ,
2550,NGC_6304         ,258.634,-29.462,5904,10.05,       ,
2551,FSR_1754         ,258.742,-39.085,1400,7.15,       ,
2552,NGC_6318         ,259.045,-39.417,1841,7.8,       ,
2553,vdBergh-Hagen_217,259.08,-40.81,1723,7.7,       ,
2554,NGC_6316         ,259.155,-28.14,10403,10,       ,
2557,NGC_6341         ,259.281,43.136,8292,10.1,       ,
2558,DBSB_123         ,259.32,-36.335,2024,6,       ,
2559,Bochum_13        ,259.33,-35.55,1340,7.25,       ,
2560,NGC_6325         ,259.497,-23.766,7806,10.1,       ,
2562,NGC_6322         ,259.612,-42.93,1089,7.16,       ,
2563,vdBergh-Hagen_221,259.665,-32.33,807,7.8,       ,
2564,vdBergh-Hagen_222,259.687,-38.295,7813,7.9,       ,
2565,Havlen-Moffat_1  ,259.725,-38.817,4854,6.95,       ,
2567,NGC_6333         ,259.797,-18.516,7892,10.1,       ,
2575,vdBergh-Hagen_223,260.17,-35.883,895,8.45,       ,
2577,NGC_6334         ,260.212,-36.115,1132,8.32,0.062,
2580,NGC_6342         ,260.292,-19.587,8502,10,       ,
2581,DBSB_120         ,260.803,-37.758,5483,6,       ,
2582,ASCC_89          ,260.835,-62.65,567,7,       ,
2584,Ruprecht_123     ,260.88,-37.925,929,8.1,       ,
2585,NGC_6356         ,260.895,-17.813,13886,10,       ,
2586,NGC_6355         ,260.994,-26.353,9201,10.1,       ,
2587,Trumpler_25      ,261.097,-39.017,1818,8.35,       ,
2588,NGC_6357         ,261.169,-34.213,1773,6,       ,
2589,Pismis_24        ,261.39,-34.4,1481,6,       ,
2590,IC_4651          ,261.225,-49.935,888,9.25,       ,
2591,NGC_6360         ,261.375,-29.975,4499,8.95,       ,
2592,NGC_6352         ,261.372,-48.422,5610,10.05,       ,
2593,BDSB_164         ,261.382,-36.366,3135,6,       ,
2597,Dol-Dzim_8       ,261.495,24.183,2938,9.3,       ,
2598,ESO_392-13       ,261.717,-34.683,816,7.95,       ,
2599,IC_1257          ,261.786,-7.083,25002,10.05,       ,
2600,Terzan_2         ,261.888,-30.802,7495,9.95,       ,
2601,NGC_6366         ,261.934,-5.08,3503,10,       ,
2602,Ruprecht_124     ,262.005,-40.73,2186,8.25,       ,
2604,Trumpler_26      ,262.132,-29.485,1490,8.17,0.041,
2605,Antalova_1       ,262.237,-31.58,930,8.485,0.068,
2606,BDSB_166         ,262.245,-36.562,6755,6,       ,
2607,BDSB_165         ,262.32,-36.653,5147,6,       ,
2608,Ruprecht_125     ,262.417,-40.45,1188,8.825,       ,
2609,FSR_0033         ,262.44,-15.635,7893,9.6,       ,
2610,Antalova_2       ,262.41,-32.48,1259,6,       ,
2611,DB2001_41        ,262.6,-33.19,1904,6,       ,
2613,Antalova_3       ,262.657,-32.205,2588,8.415,0.074,
2614,Terzan_4         ,262.662,-31.596,7198,10.1,       ,
2615,vdBergh-Hagen_229,262.771,-29.967,8197,10.1,       ,
2616,Harvard_16       ,262.815,-36.805,1467,7.94,0.081,
2617,FSR_1758         ,262.905,-39.84,7086,9.2,       ,
2618,Collinder_333    ,262.905,-34.01,1051,8.15,       ,
2619,NGC_6362         ,262.978,-67.048,7600,10.1,       ,
2620,vdBergh-Hagen_231,262.987,-31.91,2778,8.45,       ,
2621,FSR_0027         ,263.025,-17.883,2735,9.2,       ,
2623,FSR_0002         ,263.133,-27.075,3739,9.55,       ,
2624,Antalova_4       ,263.182,-32.955,1802,6,       ,
2625,BDSB_102         ,263.235,-32.57,2837,6.3,       ,
2626,IRAS_17301-2917  ,263.332,-29.165,1215,7.2,       ,
2628,Terzan-Ju_20     ,263.374,-29.323,2879,8.8,       ,
2629,NGC_6380         ,263.616,-39.067,10897,10.05,       ,
2630,FSR_1766         ,263.64,-36.65,3540,9.125,0.019,
2631,NGC_6383         ,263.685,-32.577,1184,6.6,       ,
2632,Ruprecht_126     ,263.754,-34.305,2325,8.875,       ,
2633,FSR_0019         ,263.91,-21.07,5984,10.1,       ,
2634,FSR_1767         ,263.925,-36.355,1948,8.675,       ,
2635,Terzan_1         ,263.949,-30.467,6699,10.1,       ,
2637,Pismis_26        ,264.043,-38.55,8201,10.05,       ,
2638,NGC_6388         ,264.072,-44.736,9889,10.05,       ,
2639,Trumpler_27      ,264.09,-33.52,1266,7.58,       ,
2640,ESO_334-02       ,264.237,-42.235,3210,9.2,       ,
2641,Trumpler_28      ,264.255,-32.48,1474,6.6,       ,
2643,NGC_6402         ,264.4,-3.246,9298,10.1,       ,
2644,NGC_6396         ,264.405,-35.022,1168,7.505,       ,
2646,ESO_139-13       ,264.457,-58.145,1500,8.78,       ,
2649,Ruprecht_127     ,264.468,-36.304,1435,7.55,       ,
2650,Mamajek_2        ,264.472,-8.085,174,8.1,       ,
2651,Collinder_338    ,264.55,-37.7,698,8.05,       ,
2652,FSR_0091         ,264.588,5.721,1660,9.45,       ,
2653,NGC_6401         ,264.652,-23.91,10598,10.05,       ,
2654,ESO_393-12       ,264.666,-35.65,8208,10.1,       ,
2655,ASCC_90          ,264.78,-34.815,526,8.81,       ,
2657,Dutra-Bica_60    ,264.832,-23.658,3054,9.2,       ,
2658,NGC_6404         ,264.915,-33.233,2146,8.75,       ,
2659,FSR_0050         ,264.967,-9.11,1764,9.5,       ,
2660,NGC_6400         ,265.05,-36.945,938,8.875,       ,
2661,NGC_6405         ,265.08,-32.215,356,8.035,0.106,
2662,NGC_6397         ,265.176,-53.674,2301,10.05,       ,
2663,Trumpler_29      ,265.372,-40.12,1096,8.685,0.048,
2664,FSR_0025         ,265.429,-19.571,7074,10.1,       ,
2667,ESO_393-15       ,265.905,-34.213,2471,9.15,       ,
2668,ESO_520-20       ,265.9,-24.718,2041,9.15,       ,
2669,Palomar_6        ,265.926,-26.217,5802,10.05,       ,
2670,Alessi_9         ,266.295,-47.185,218,8.55,       ,
2672,Ruprecht_128     ,266.07,-34.885,2486,9.2,       ,
2673,NGC_6416         ,266.092,-32.365,767,8.2,       ,
2675,DB2001_42        ,266.221,-29.68,2727,6.25,       ,
2676,NGC_6426         ,266.227,3.17,20598,10.1,       ,
2677,Dutra-Bica_58    ,266.268,-28.848,1182,6,       ,
2679,Dutra-Bica_33    ,266.37,-26.697,998,6.75,       ,
2682,FSR_0096         ,266.437,7.484,5011,9.4,       ,
2685,FSR_0043         ,266.482,-14.66,4078,9.1,       ,
2687,vdBergh-Hagen_245,266.566,-29.7,1699,6.67,       ,
2688,Collinder_347    ,266.595,-29.325,1852,6.6,       ,
2689,IC_4665          ,266.565,5.695,352,7.63,       ,
2690,Dutra-Bica_44    ,266.643,-24.895,2264,9.1,       ,
2691,NGC_6425         ,266.745,-31.53,1012,8.545,0.022,
2695,Dutra-Bica_45    ,266.824,-24.893,1192,9.1,       ,
2696,Ruprecht_129     ,266.824,-29.617,1526,7.5,       ,
2697,Djorg_1          ,266.868,-33.066,13682,10.05,       ,
2698,Ruprecht_130     ,266.883,-30.09,3334,8.52,       ,
2699,Terzan_5         ,267.021,-24.78,6900,9.8,       ,
2700,Collinder_350    ,267.052,1.36,302,8.71,0.015,
2701,NGC_6440         ,267.219,-20.36,8492,10.05,       ,
2702,ASCC_91          ,267.21,-37.37,858,8.65,       ,
2703,FSR_1721         ,267.21,-60.11,2326,9.3,       ,
2705,Collinder_351    ,267.259,-28.745,1700,9,       ,
2706,Ruprecht_131     ,267.3,-29.235,614,9.17,       ,
2707,FSR_1740         ,267.322,-51.545,3066,9.4,       ,
2708,Dutra-Bica_51    ,267.367,-31.25,1346,6,       ,
2709,NGC_6444         ,267.375,-34.825,1217,9.015,       ,
2713,NGC_6441         ,267.555,-37.051,11610,10.05,       ,
2718,NGC_6451         ,267.67,-30.2,2605,8.45,       ,
2719,Terzan_6         ,267.693,-31.275,6812,9.85,       ,
2722,NGC_6453         ,267.715,-34.599,11611,10.1,       ,
2723,ASCC_92          ,267.78,-11.88,644,9.08,       ,
2724,FSR_0106         ,267.817,11.162,1596,7.95,       ,
2725,NGC_6455         ,267.937,-35.175,2710,9.25,       ,
2727,Basel_5          ,268.125,-30.105,995,8.85,       ,
2728,Ruprecht_133     ,268.099,-28.652,5246,8,       ,
2729,Sco_OB5          ,268.11,-38.635,2695,6.325,       ,
2730,Ruprecht_134     ,268.179,-29.55,6664,7.88,       ,
2732,Ruprecht_168     ,268.207,-28.44,2626,9.1,       ,
2733,NGC_6481         ,268.2,4.167,1836,9.56,       ,
2734,ESO_456-05       ,268.26,-29.873,1828,9,0.015,
2735,NGC_6469         ,268.305,-22.315,690,8.875,       ,
2737,Czernik_37       ,268.32,-27.365,1668,8.77,       ,
2738,Dutra-Bica_28    ,268.362,-28.32,7575,8.4,       ,
2739,NGC_6475         ,268.44,-34.78,303,8.25,       ,
2740,ESO_456-09       ,268.485,-32.465,7475,10.05,       ,
2742,FSR_1776         ,268.5,-36.145,8923,9.5,       ,
2746,NGC_6480         ,268.641,-30.441,3567,7.725,0.04,
2748,Dutra-Bica_13    ,268.831,-29.388,1698,6.9,       ,
2749,Dutra-Bica_24    ,268.852,-29.045,2295,8.9,       ,
